Date,PL,VaR,ES,Exception_VaR,Exception_ES
2006-01-02,0.006631407407407419,-0.03826496487878895,-0.039039669967638725,False,False
2006-01-03,-0.00021023196845992853,-0.03824731507143772,-0.039039669967638725,False,False
2006-01-04,0.026286274322549374,-0.03824731507143772,-0.039039669967638725,False,False
2006-01-05,0.010176831905557515,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-06,0.03982420715987334,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-09,-0.005331894349381527,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-10,-0.02157288328988849,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-12,-0.002271637633081136,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-13,-0.02243357634187948,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-16,0.015755597088795703,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-17,0.010250917321970698,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-18,-0.0057410011818157525,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-19,-0.021820867170392555,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-20,-0.004530194185871306,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-23,-0.007791519103516831,-0.03788458037125876,-0.03843191439686925,False,False
2006-01-24,-0.005003488742327478,-0.03651997731988821,-0.03737471461588725,False,False
2006-01-25,0.004190571542984856,-0.03651997731988821,-0.03737471461588725,False,False
2006-01-27,0.02531645604835786,-0.03651997731988821,-0.03737471461588725,False,False
2006-01-30,0.008750563135945688,-0.03651997731988821,-0.03737471461588725,False,False
2006-01-31,0.025418598934089154,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-01,-0.031018504911069278,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-02,0.0009474824423718609,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-03,-0.01034481448322444,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-06,0.01769495163475998,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-07,0.034841486244300945,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-08,-0.010768654327680371,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-10,-0.0005246376605165803,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-13,-0.02047116277222838,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-14,0.0019425816307554467,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-15,-0.005548883466387489,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-16,0.02184873949579824,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-17,-0.023223671052631567,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-20,-0.027143530313955333,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-21,0.0036001384159494165,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-22,0.0025524005566059937,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-23,-0.006468051930529906,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-24,-0.014543985040515128,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-27,0.02347325982739168,-0.03651997731988821,-0.03737471461588725,False,False
2006-02-28,0.01236000790056968,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-01,0.013158815066611318,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-02,0.015264096278077233,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-03,0.0019123508834428815,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-06,0.0005265367839077939,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-07,-0.0030916983793790598,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-08,0.0030352358156322534,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-09,-0.012959674217209671,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-10,-0.0015995068621503794,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-13,0.027036060693296227,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-14,-0.00942484201138094,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-16,0.007349147270963918,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-17,-0.00436423907336525,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-20,0.0017009747451368629,-0.03651997731988821,-0.03737471461588725,False,False
2006-03-21,-0.014042152700672883,-0.03513832800328051,-0.0365484583581513,False,False
2006-03-22,0.0033783517470182822,-0.03513832800328051,-0.0365484583581513,False,False
2006-03-23,-0.020334072485190924,-0.03513832800328051,-0.0365484583581513,False,False
2006-03-24,-0.009569364512433398,-0.03513832800328051,-0.0365484583581513,False,False
2006-03-27,0.004626740088089498,-0.03331278692249934,-0.03561961581247975,False,False
2006-03-28,0.0060277686160963295,-0.03331278692249934,-0.03561961581247975,False,False
2006-03-29,0.004779897863736338,-0.03331278692249934,-0.03561961581247975,False,False
2006-03-30,0.04455607370184245,-0.03331278692249934,-0.03561961581247975,False,False
2006-03-31,-0.006735009880757148,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-03,-0.0005166418915089066,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-04,0.07624218966874219,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-05,0.00978560318013555,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-07,-0.027705125510228856,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-10,0.009294387035381657,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-12,-0.019750357685088593,-0.03331278692249934,-0.03561961581247975,False,False
2006-04-13,-0.006242336063230214,-0.03331278692249934,-0.03561961581247975,False,False
