Date,PL,VaR,ES,Exception_VaR,Exception_ES
2006-01-02,-0.015774202277357596,-0.05259236526551482,-0.05822211847900484,False,False
2006-01-03,0.0188207690029909,-0.05259024079554068,-0.05822211847900484,False,False
2006-01-04,-0.004329699521827157,-0.05259024079554068,-0.05822211847900484,False,False
2006-01-05,-0.007247408747639739,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-06,0.01401664450933593,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-09,0.011951093621905828,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-10,-0.029026745093710393,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-12,-0.017878082996472755,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-13,-0.002536570437528307,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-16,0.00044875690973356086,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-17,-0.009868451564799985,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-18,-0.0006040087319826304,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-19,0.04653976296227613,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-20,-0.005630918454655909,-0.051271557732151536,-0.05423120626133295,False,False
2006-01-23,-0.00029043433020048415,-0.051154365026158825,-0.05255358343271896,False,False
2006-01-24,0.009876509744677131,-0.051154365026158825,-0.05255358343271896,False,False
2006-01-25,0.02358690745141634,-0.051154365026158825,-0.05255358343271896,False,False
2006-01-27,-0.00042152362312941616,-0.051154365026158825,-0.05255358343271896,False,False
2006-01-30,0.007871785633847717,-0.051154365026158825,-0.05255358343271896,False,False
2006-01-31,-0.0034866989616075816,-0.051154365026158825,-0.05255358343271896,False,False
2006-02-01,-0.016934958562459412,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-02,0.03544992837872396,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-03,0.009349617961984968,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-06,0.006538666061135068,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-07,0.0037893643662541,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-08,0.0036403481825482142,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-10,-0.02256853907540357,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-13,-0.0015118373200246893,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-14,0.011699913071841594,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-15,-0.004897926519052409,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-16,-0.006836186851072346,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-17,0.005368907153574742,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-20,-0.0052033384584329045,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-21,0.014865785448064939,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-22,-0.008544631550243764,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-23,0.006155910771856954,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-24,-0.010061147409020421,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-27,-0.009064716638805259,-0.051154365026158825,-0.05241599589712362,False,False
2006-02-28,0.0008315902242184148,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-01,0.04528456150268334,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-02,0.05140440923052081,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-03,0.028477773326113898,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-06,-0.008208773693759053,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-07,-0.004323656242404383,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-08,-0.028411937178080215,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-09,-0.023368591408360784,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-10,0.00889118331725025,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-13,0.009201621566736318,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-14,-0.007705096419077906,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-16,0.012165111501095005,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-17,-0.011379658722310726,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-20,-0.006207921845472808,-0.051154365026158825,-0.05241599589712362,False,False
2006-03-21,0.015096319458557161,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-22,-0.008205131470318983,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-23,-0.015899669920488302,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-24,0.002364363676715664,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-27,0.02896082574077008,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-28,-0.002292480162068067,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-29,0.007786577173549691,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-30,0.04838511946520274,-0.04785660860463005,-0.04884601073617951,False,False
2006-03-31,-0.0026580040942753014,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-03,0.021562680302296577,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-04,-0.010079434296227707,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-05,0.003234284672065213,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-07,-0.021970131633673118,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-10,-0.012818946565751554,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-12,-0.019168911573807623,-0.04785660860463005,-0.04884601073617951,False,False
2006-04-13,-0.0036565413279392445,-0.04785660860463005,-0.04884601073617951,False,False
