Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,25.910816,25.948767,25.094877,25.094877,12.772395,48649056
2005-01-04,25.056927,25.237192,24.696396,25.094877,12.772395,43660264
2005-01-05,25.123341,25.161289,24.810247,24.924099,12.685474,28956331
2005-01-06,25.047438,25.161289,24.933586,24.943073,12.695131,22101010
2005-01-07,25.180265,25.237192,24.924099,24.952562,12.699965,23528020
2005-01-10,24.981026,25.151802,24.905123,25.085388,12.767563,20969435
2005-01-11,24.914612,25.085388,24.667933,24.810247,12.627532,22517340
2005-01-12,24.838711,24.905123,24.592030,24.696396,12.569585,28247305
2005-01-13,24.525618,24.554079,23.965843,24.032257,12.231562,34504271
2005-01-14,24.041746,24.203035,23.946869,23.956356,12.192925,27291538
2005-01-18,23.965843,24.041746,23.823528,24.003796,12.217070,35829571
2005-01-19,24.193548,24.402277,23.548388,23.605312,12.014256,46158454
2005-01-20,23.605312,23.709677,23.491461,23.700190,12.062546,35543620
2005-01-21,23.719166,23.776091,23.225805,23.225805,11.821106,48779752
2005-01-24,23.472486,23.472486,23.017078,23.017078,11.714869,31275237
2005-01-25,23.159393,23.453510,23.055029,23.330172,11.874224,33949656
2005-01-26,23.462997,23.557875,23.320683,23.330172,11.874224,29249343
2005-01-27,23.387096,23.453510,23.292219,23.415560,11.917678,27726313
2005-01-28,23.387096,23.444023,22.931688,23.102467,11.758330,30214175
2005-01-31,23.358635,23.415560,22.760912,22.922201,11.666579,45707448
2005-02-01,22.893738,22.922201,22.580645,22.637571,11.521712,52042515
2005-02-02,22.817837,22.969639,22.694496,22.836811,11.623119,35815236
2005-02-03,22.903227,22.960152,22.590134,22.685009,11.545858,28737099
2005-02-04,22.770397,23.159393,22.703985,22.988615,11.700384,31596390
2005-02-07,23.320683,23.738140,23.282732,23.633776,12.028742,44825566
2005-02-08,24.051233,24.535105,23.833017,24.240988,12.337796,50039704
2005-02-09,24.326376,24.554079,23.766603,23.766603,12.186978,43935885
2005-02-10,23.861481,23.889942,23.425047,23.766603,12.186978,26152586
2005-02-11,24.003796,24.212524,23.605312,23.861481,12.235629,26086184
2005-02-14,23.918406,24.212524,23.149904,24.174574,12.396176,25228860
2005-02-15,24.165085,24.222012,23.899431,23.927895,12.269686,23601906
2005-02-16,23.719166,23.766603,23.462997,23.671726,12.138328,38672314
2005-02-17,23.719166,23.776091,23.462997,23.776091,12.191841,27804731
